benchmark,problem_id,config,seed,pass_all_tests,test_pass_rate,tokens_input,tokens_output,latency_seconds,revision_count,timestamp,model,error
HE,HumanEval/114,sequential,123,True,1.0,9541,2587,261.6408,0,2026-05-24T19:29:05.051686+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/114,sequential,456,False,0.0,9784,2150,291.6247,0,2026-05-24T19:33:27.649371+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/115,sequential,42,False,0.0,9746,1834,283.5537,0,2026-05-24T19:38:19.288715+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/115,sequential,123,False,0.0,9996,2391,367.5057,0,2026-05-24T19:43:02.856486+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/115,sequential,456,False,0.0,9865,2515,397.513,0,2026-05-24T19:49:10.375707+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/116,sequential,42,False,0.0,9416,2421,410.7904,0,2026-05-24T19:55:47.902108+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/116,sequential,123,True,1.0,9495,1970,346.0331,0,2026-05-24T20:02:38.708385+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/116,sequential,456,False,0.0,10031,2170,381.1699,0,2026-05-24T20:08:24.754349+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/117,sequential,42,True,1.0,9987,2467,432.7134,0,2026-05-24T20:14:45.935098+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/117,sequential,123,True,1.0,10347,2777,485.0101,0,2026-05-24T20:21:58.661893+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/117,sequential,456,True,1.0,9862,2317,418.8138,0,2026-05-24T20:30:03.685764+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/118,sequential,42,False,0.0,9392,1891,287.9488,0,2026-05-24T20:37:02.513554+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/118,sequential,123,True,1.0,9621,2117,457.4437,0,2026-05-24T20:41:50.476547+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/118,sequential,456,False,0.0,9591,1722,391.5821,0,2026-05-24T20:49:27.934216+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/119,sequential,42,True,1.0,9791,2686,519.6904,0,2026-05-24T20:55:59.531761+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/119,sequential,123,True,1.0,9702,2200,356.8869,0,2026-05-24T21:04:39.235463+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/119,sequential,456,True,1.0,9966,2501,398.4822,0,2026-05-24T21:10:36.132977+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/120,sequential,42,False,0.0,9957,2231,368.9613,0,2026-05-24T21:17:14.629399+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/120,sequential,123,False,0.0,10101,2683,427.1021,0,2026-05-24T21:23:23.605728+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/120,sequential,456,False,0.0,9652,2217,345.6008,0,2026-05-24T21:30:30.720931+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/121,sequential,42,False,0.0,9846,2475,325.0171,0,2026-05-24T21:36:16.330937+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/121,sequential,123,False,0.0,10090,2659,349.1873,0,2026-05-24T21:41:41.398370+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/121,sequential,456,True,1.0,9699,2114,332.727,0,2026-05-24T21:47:30.603321+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/122,sequential,42,True,1.0,9437,2251,329.613,0,2026-05-24T21:53:03.350277+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/122,sequential,123,True,1.0,9599,1821,289.3773,0,2026-05-24T21:58:32.983422+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/122,sequential,456,True,1.0,10119,2458,372.6545,0,2026-05-24T22:03:22.377510+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/123,sequential,42,True,1.0,9791,1659,273.5228,0,2026-05-24T22:09:35.051012+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/123,sequential,123,False,0.0,10093,2363,353.4671,0,2026-05-24T22:14:08.593031+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/123,sequential,456,True,1.0,9759,2043,314.5752,0,2026-05-24T22:20:02.080028+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/124,sequential,42,False,0.0,10414,3330,466.1556,0,2026-05-24T22:25:16.674807+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/124,sequential,123,False,0.0,10008,2939,417.0265,0,2026-05-24T22:33:02.849653+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/124,sequential,456,False,0.0,10139,2526,371.6268,0,2026-05-24T22:39:59.896254+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/125,sequential,42,False,0.0,9860,2860,408.8449,0,2026-05-24T22:46:11.541485+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/125,sequential,123,False,0.0,9759,2116,321.1343,0,2026-05-24T22:53:00.404825+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/125,sequential,456,True,1.0,10187,2337,348.6509,0,2026-05-24T22:58:21.556557+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/126,sequential,42,False,0.0,9855,2235,335.5217,0,2026-05-24T23:04:10.227161+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/126,sequential,123,False,0.0,9635,2205,328.6281,0,2026-05-24T23:09:45.767987+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/126,sequential,456,False,0.0,10461,2785,402.6508,0,2026-05-24T23:15:14.414728+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/127,sequential,42,False,0.0,9706,2227,332.4683,0,2026-05-24T23:21:57.086098+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/127,sequential,123,False,0.0,9830,1765,281.5803,0,2026-05-24T23:27:29.573921+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/127,sequential,456,False,0.0,9802,2313,343.8182,0,2026-05-24T23:32:11.170984+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/128,sequential,42,False,0.0,9620,1768,282.9807,0,2026-05-24T23:37:55.007140+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/128,sequential,123,False,0.0,10078,2192,330.8319,0,2026-05-24T23:42:38.008952+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/128,sequential,456,False,0.0,9820,2244,337.8776,0,2026-05-24T23:48:08.857723+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/129,sequential,42,False,0.0,9840,2570,371.8473,0,2026-05-24T23:53:46.755514+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/129,sequential,123,False,0.0,10276,3193,446.7683,0,2026-05-24T23:59:58.622365+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/129,sequential,456,False,0.0,9784,2538,367.9384,0,2026-05-25T00:07:25.410514+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/130,sequential,42,True,1.0,4508,1433,192.5293,0,2026-05-25T00:13:33.369595+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/130,sequential,123,False,0.0,4416,1411,188.2603,0,2026-05-25T00:16:45.919081+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/130,sequential,456,True,1.0,4442,1448,196.0942,0,2026-05-25T00:19:54.199795+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/131,sequential,42,True,1.0,9350,1514,248.4673,0,2026-05-25T00:23:10.315149+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/131,sequential,123,True,1.0,9373,2134,319.7627,0,2026-05-25T00:27:18.800681+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/131,sequential,456,True,1.0,9586,2566,370.7297,0,2026-05-25T00:32:38.580821+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/132,sequential,42,False,0.0,9733,2229,333.3304,0,2026-05-25T00:38:49.330305+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/132,sequential,123,False,0.0,9638,2628,377.2288,0,2026-05-25T00:44:22.679655+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/132,sequential,456,False,0.0,9398,1572,255.7109,0,2026-05-25T00:50:39.926426+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/133,sequential,42,False,0.0,9722,2444,357.9819,0,2026-05-25T00:54:55.656026+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/133,sequential,123,False,0.0,9963,2123,323.7271,0,2026-05-25T01:00:53.658311+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/133,sequential,456,False,0.0,9574,1580,257.5582,0,2026-05-25T01:06:17.404011+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/134,sequential,42,False,0.0,10061,2559,374.1968,0,2026-05-25T01:10:34.982406+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/134,sequential,123,False,0.0,9676,2186,329.7386,0,2026-05-25T01:16:49.198889+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/134,sequential,456,False,0.0,9649,2189,328.4011,0,2026-05-25T01:22:18.956907+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/135,sequential,42,False,0.0,9408,1652,265.1447,0,2026-05-25T01:27:47.377286+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/135,sequential,123,True,1.0,9736,2219,332.7376,0,2026-05-25T01:32:12.538993+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/135,sequential,456,False,0.0,9468,1931,298.3256,0,2026-05-25T01:37:45.295375+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/136,sequential,42,True,1.0,9738,2164,325.9387,0,2026-05-25T01:42:43.641294+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/136,sequential,123,True,1.0,10021,2812,401.9478,0,2026-05-25T01:48:09.597609+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/136,sequential,456,False,0.0,10110,3059,431.7401,0,2026-05-25T01:54:51.564175+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/137,sequential,42,True,1.0,9467,1890,293.7968,0,2026-05-25T02:02:03.321553+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/137,sequential,123,False,0.0,13143,42380,4977.5621,0,2026-05-25T02:06:57.139080+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/137,sequential,456,True,1.0,10300,3146,441.6366,0,2026-05-25T03:29:54.719551+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/138,sequential,42,True,1.0,3806,1067,144.6129,0,2026-05-25T03:37:16.373525+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/138,sequential,123,True,1.0,4131,1253,168.6573,0,2026-05-25T03:39:41.005118+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/138,sequential,456,False,0.0,4287,1382,183.5683,0,2026-05-25T03:42:29.681717+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/139,sequential,42,False,0.0,4271,1484,197.7441,0,2026-05-25T03:45:33.269564+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/139,sequential,123,False,0.0,3883,1263,170.7954,0,2026-05-25T03:48:51.033156+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/139,sequential,456,False,0.0,4137,1408,187.7309,0,2026-05-25T03:51:41.848406+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/140,sequential,42,True,1.0,9753,2435,356.3283,0,2026-05-25T03:54:49.596945+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/140,sequential,123,False,0.0,9668,2581,370.8024,0,2026-05-25T04:00:45.945498+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/140,sequential,456,False,0.0,10509,3004,424.7887,0,2026-05-25T04:06:56.768852+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/141,sequential,42,False,0.0,9643,2410,351.0605,0,2026-05-25T04:14:01.576590+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/141,sequential,123,False,0.0,9817,2212,331.5945,0,2026-05-25T04:19:52.656447+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/141,sequential,456,False,0.0,10003,2970,418.53,0,2026-05-25T04:25:24.271416+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/142,sequential,42,True,1.0,9450,1570,254.4176,0,2026-05-25T04:32:22.821063+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/142,sequential,123,False,0.0,9970,2559,372.3406,0,2026-05-25T04:36:37.259272+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/142,sequential,456,False,0.0,9681,2000,305.0291,0,2026-05-25T04:42:49.619848+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/143,sequential,42,True,1.0,10050,2713,388.877,0,2026-05-25T04:47:54.665409+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/143,sequential,123,True,1.0,10263,3077,433.1029,0,2026-05-25T04:54:23.562489+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/143,sequential,456,False,0.0,9904,2704,385.9713,0,2026-05-25T05:01:36.684460+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/144,sequential,42,False,0.0,10091,2512,366.7901,0,2026-05-25T05:08:02.675743+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/144,sequential,123,True,1.0,9323,1783,276.643,0,2026-05-25T05:14:09.484262+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/144,sequential,456,False,0.0,10065,2426,358.9139,0,2026-05-25T05:18:46.147011+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/145,sequential,42,False,0.0,10035,2674,387.5227,0,2026-05-25T05:24:45.080949+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/145,sequential,123,False,0.0,10248,3242,452.2658,0,2026-05-25T05:31:12.621996+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/145,sequential,456,False,0.0,9397,1713,271.5069,0,2026-05-25T05:38:44.906707+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/146,sequential,42,True,1.0,9765,2403,354.2641,0,2026-05-25T05:43:16.432231+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/146,sequential,123,True,1.0,9571,2013,310.6495,0,2026-05-25T05:49:10.713442+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/146,sequential,456,True,1.0,9216,1658,266.3893,0,2026-05-25T05:54:21.382762+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/147,sequential,42,True,1.0,5489,1383,198.6458,0,2026-05-25T05:58:47.792438+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/147,sequential,123,True,1.0,5655,1567,221.1448,0,2026-05-25T06:02:06.458780+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/147,sequential,456,True,1.0,5532,1568,220.7757,0,2026-05-25T06:05:47.623503+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/148,sequential,42,True,1.0,9397,2047,315.0196,0,2026-05-25T06:09:28.418639+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/148,sequential,123,True,1.0,5464,1802,333.1437,0,2026-05-25T06:14:43.459188+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/148,sequential,456,True,1.0,9831,2656,384.9052,0,2026-05-25T06:20:16.623409+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/149,sequential,42,True,1.0,9886,2620,382.837,0,2026-05-25T06:26:41.547295+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/149,sequential,123,True,1.0,9941,2233,337.6396,0,2026-05-25T06:33:04.401322+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/149,sequential,456,True,1.0,9701,2101,319.4916,0,2026-05-25T06:38:42.054883+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/150,sequential,42,False,0.0,9319,1616,262.6411,0,2026-05-25T06:44:01.564751+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/150,sequential,123,True,1.0,10009,2671,388.9077,0,2026-05-25T06:48:24.225496+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/150,sequential,456,False,0.0,9896,2846,407.3123,0,2026-05-25T06:54:53.151958+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/151,sequential,42,True,1.0,9509,1953,303.0015,0,2026-05-25T07:01:40.483856+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/151,sequential,123,True,1.0,9847,2366,353.9252,0,2026-05-25T07:06:43.505499+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/151,sequential,456,True,1.0,10723,2958,429.7287,0,2026-05-25T07:12:37.451012+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/152,sequential,42,True,1.0,10394,2721,404.2227,0,2026-05-25T07:19:47.197265+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/152,sequential,123,True,1.0,10058,2323,349.3248,0,2026-05-25T07:26:31.441164+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/152,sequential,456,False,0.0,9949,2466,366.1693,0,2026-05-25T07:32:20.783242+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/153,sequential,42,False,0.0,9648,1544,256.273,0,2026-05-25T07:38:26.973121+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/153,sequential,123,False,0.0,9907,2112,324.0356,0,2026-05-25T07:42:43.264819+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/153,sequential,456,True,1.0,10003,2391,358.8194,0,2026-05-25T07:48:07.320417+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/154,sequential,42,False,0.0,9535,2034,313.4376,0,2026-05-25T07:54:06.159497+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/154,sequential,123,False,0.0,9559,2161,329.4743,0,2026-05-25T07:59:19.615861+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/154,sequential,456,False,0.0,9622,2090,319.3281,0,2026-05-25T08:04:49.108929+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/155,sequential,42,True,1.0,10040,3017,429.8468,0,2026-05-25T08:10:08.454792+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/155,sequential,123,False,0.0,10242,2895,417.856,0,2026-05-25T08:17:18.319713+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/155,sequential,456,False,0.0,9422,1907,296.7926,0,2026-05-25T08:24:16.194109+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/156,sequential,42,True,1.0,7899,1854,274.2092,0,2026-05-25T08:29:13.006345+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/156,sequential,123,True,1.0,7168,1437,221.3379,0,2026-05-25T08:33:47.234399+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/156,sequential,456,True,1.0,7395,1569,237.9555,0,2026-05-25T08:37:28.592315+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/157,sequential,42,True,1.0,10183,2968,427.7267,0,2026-05-25T08:41:26.566322+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/157,sequential,123,False,0.0,9877,2369,356.8198,0,2026-05-25T08:48:34.311345+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/157,sequential,456,True,1.0,9894,2469,366.8145,0,2026-05-25T08:54:31.151742+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/158,sequential,42,True,1.0,9383,2070,319.4022,0,2026-05-25T09:00:37.986587+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/158,sequential,123,True,1.0,9363,1838,290.3362,0,2026-05-25T09:05:57.408280+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/158,sequential,456,True,1.0,9429,1868,295.2409,0,2026-05-25T09:10:47.764711+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/159,sequential,42,True,1.0,9797,2184,335.7335,0,2026-05-25T09:15:43.024746+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/159,sequential,123,True,1.0,9390,1806,289.9792,0,2026-05-25T09:21:18.778577+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/159,sequential,456,True,1.0,10345,2681,398.5931,0,2026-05-25T09:26:08.776798+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/160,sequential,42,False,0.0,9551,2089,322.3283,0,2026-05-25T09:32:47.386001+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/160,sequential,123,False,0.0,10013,2763,402.6429,0,2026-05-25T09:38:09.733458+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/160,sequential,456,False,0.0,9926,2833,412.3877,0,2026-05-25T09:44:52.396050+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/161,sequential,42,True,1.0,10488,3133,456.4774,0,2026-05-25T09:51:44.803112+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/161,sequential,123,True,1.0,9697,2369,360.002,0,2026-05-25T09:59:21.298952+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/161,sequential,456,True,1.0,10224,2858,424.1718,0,2026-05-25T10:05:21.320450+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/162,sequential,42,True,1.0,9627,1839,298.214,0,2026-05-25T10:12:25.511927+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/162,sequential,123,True,1.0,9921,2366,363.7442,0,2026-05-25T10:17:23.743016+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/162,sequential,456,True,1.0,10014,2436,373.9252,0,2026-05-25T10:23:27.505719+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/163,sequential,42,False,0.0,9677,2362,361.0538,0,2026-05-25T10:29:41.449224+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/163,sequential,123,False,0.0,10205,2728,410.5604,0,2026-05-25T10:35:42.521189+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
HE,HumanEval/163,sequential,456,False,0.0,9849,2204,346.9094,0,2026-05-25T10:42:33.099547+00:00,qwen2.5-coder:7b-instruct-q4_K_M,
